Roll No.,G CODE,Sections
SIASUG2023-0002,PHYS216|COMP216,A
SIASUG2023-0002,MATH203,A
SIASUG2023-0011,CHEM207,A
SIASUG2023-0011,POLT203,A
SIASUG2023-0011,SOCL328,A
SIASUG2023-0011,PHYS443,A
SIASUG2023-0011,ECON333&ECON433,A
SIASUG2023-0025,ECON315|SOCL323|BUSI312,A
SIASUG2023-0025,PSYC327,A
SIASUG2023-0025,PHYS216|COMP216,A
SIASUG2023-0025,CHEM433,A
SIASUG2023-0025,ARTS233,A
SIASUG2023-0027,COMP311|MATH311,A
SIASUG2023-0027,COMP310&COMP410,A
SIASUG2023-0027,ECON210-B,A
SIASUG2023-0027,ENVS421,A
SIASUG2023-0027,BIOS221,A
SIASUG2023-0092,HIST326&HIST426,A
SIASUG2023-0092,MATH257,A
SIASUG2023-0092,SOCL328,A
SIASUG2023-0092,COMP310&COMP410,A
SIASUG2023-0092,PSYC251|SOCL251,A
SIASUG2023-0118,HIST330|SOCL330|POLT330,A
SIASUG2023-0118,PHYS327,A
SIASUG2023-0118,POLT205,A
SIASUG2023-0118,CHEM433,A
SIASUG2023-0118,ECON210-B,A
SIASUG2023-0126,CHEM321,A
SIASUG2023-0126,LITT212|ARTS232,A
SIASUG2023-0126,ENVS242|SOCL242|POLT221,A
SIASUG2023-0126,ENVS421,A
SIASUG2023-0126,CHEM216,A
SIASUG2023-0142,PSYC209,A
SIASUG2023-0142,MATH203,A
SIASUG2023-0142,CWPC601,A
SIASUG2023-0142,ECON210-B,A
SIASUG2023-0142,CHEM433,A
SIASUG2023-0146,BIOS227|ENVS227|PSYC227,A
SIASUG2023-0146,ARTS224,A
SIASUG2023-0146,ARTS236|LITT234,A
SIASUG2023-0146,HIST330|SOCL330|POLT330,A
SIASUG2023-0146,MATH061&PHYS061,A
SIASUG2023-0252,ENVS250|PHIL211,A
SIASUG2023-0252,PSYC208,A
SIASUG2023-0252,POLT333|SOCL333,A
SIASUG2023-0252,BIOS306|CHEM305,A
SIASUG2023-0252,ENVS421,A
SIASUG2023-0254,PHYS311,A
SIASUG2023-0254,CWPC601,A
SIASUG2023-0254,POLT415|SOCL415,A
SIASUG2023-0254,COMP203,A
SIASUG2023-0254,MATH203,A
SIASUG2023-0283,ARTS205,A
SIASUG2023-0283,ARTS235|ENVS237,A
SIASUG2023-0283,ARTS234|PHIL234|PSYC235,A
SIASUG2023-0283,COMP311|MATH311,A
SIASUG2023-0283,HIST326&HIST426,A
SIASUG2023-0287,MATH203,A
SIASUG2023-0287,COMP350,A
SIASUG2023-0287,ENVS221|LITT242,A
SIASUG2023-0287,DATA201-A,A
SIASUG2023-0287,ECON330|BUSI330&ECON430|BUSI430,A
SIASUG2022-0014,MATH061&PHYS061,A
SIASUG2022-0014,ECON210-A,A
SIASUG2022-0014,SOCL328,A
SIASUG2022-0014,ENVS221|LITT242,A
SIASUG2022-0014,BIOS221,A
SIASUG2022-0027,PHYS216|COMP216,A
SIASUG2022-0027,ENVS221|LITT242,A
SIASUG2022-0027,ECON210-A,A
SIASUG2022-0027,PSYC345&PSYC445,A
SIASUG2022-0027,HIST330|SOCL330|POLT330,A
SIASUG2022-0067,ECON209,A
SIASUG2022-0067,ENVS433|HIST433|SOCL433|LITT433,A
SIASUG2022-0067,POLT203,A
SIASUG2022-0067,PHYS110,A
SIASUG2022-0067,PHYS311,A
SIASUG2023-0025,ECON330|BUSI330&ECON430|BUSI430,A
SIASUG2023-0025,PHYS231,A
SIASUG2023-0025,PHIL214|PHIL314&PHIL414,A
SIASUG2023-0025,ENVS242|SOCL242|POLT221,A
SIASUG2023-0025,ENVS245,A
SIASUG2023-0048,ENVS221|LITT242,A
SIASUG2023-0048,PHYS231,A
SIASUG2023-0048,PHYS327,A
SIASUG2023-0048,ECON207,A
SIASUG2023-0048,PHYS226,A
SIASUG2023-0126,ECON209,A
SIASUG2023-0126,BIOS251|HIST251,A
SIASUG2023-0126,CHEM219,A
SIASUG2023-0126,MATH355&MATH455,A
SIASUG2023-0126,ECON315|SOCL323|BUSI312,A
SIASUG2023-0142,HIST330|SOCL330|POLT330,A
SIASUG2023-0142,ENVS250|PHIL211,A
SIASUG2023-0142,MATH344&MATH444,A
SIASUG2023-0142,ENVS421,A
SIASUG2023-0142,PSYC251|SOCL251,A
SIASUG2023-0147,HIST339,A
SIASUG2023-0147,MATH257,A
SIASUG2023-0147,MATH061&PHYS061,A
SIASUG2023-0147,BIOS221,A
SIASUG2023-0147,BIOS409|ENVS409,A
SIASUG2023-0195,ENVS242|SOCL242|POLT221,A
SIASUG2023-0195,BIOS227|ENVS227|PSYC227,A
SIASUG2023-0195,ECON210-B,A
SIASUG2023-0195,PSYC209,A
SIASUG2023-0195,POLT205,A
SIASUG2023-0198,BIOS409|ENVS409,A
SIASUG2023-0198,LITT208,A
SIASUG2023-0198,HIST314|SOCL351|POLT351,A
SIASUG2023-0198,PSYC208,A
SIASUG2023-0198,CWPC601,A
SIASUG2023-0206,COMP332&COMP432,A
SIASUG2023-0206,MATH333,A
SIASUG2023-0206,CHEM440,A
SIASUG2023-0206,ECON321&ECON421,A
SIASUG2023-0206,BIOS231|CHEM231,A
SIASUG2023-0299,SOCL201|POLT201,A
SIASUG2023-0299,ARTS236|LITT234,A
SIASUG2023-0299,MATH226,A
SIASUG2023-0299,DATA201-B,A
SIASUG2023-0299,PHYS345,A
SIASUG2023-0303,CHEM319,A
SIASUG2023-0303,DATA201-A,A
SIASUG2023-0303,PSYC437,A
SIASUG2023-0303,ECON209,A
SIASUG2023-0303,BIOS231|CHEM231,A
SIASUG2022-0032,PSYC251|SOCL251,A
SIASUG2022-0032,ENVS421,A
SIASUG2022-0032,BUSI201,A
SIASUG2022-0032,ECON330|BUSI330&ECON430|BUSI430,A
SIASUG2022-0032,ENVS433|HIST433|SOCL433|LITT433,A
SIASUG2022-0065,SOCL201|POLT201,A
SIASUG2022-0065,DATA201-A,A
SIASUG2022-0065,HIST339,A
SIASUG2022-0065,ECON209,A
SIASUG2022-0065,CHEM319,A
SIASUG2022-0081,PHYS360&PHYS460,A
SIASUG2022-0081,MATH355&MATH455,A
SIASUG2022-0081,ECON329|SOCL332|POLT335&ECON429|SOCL432|POLT435,A
SIASUG2022-0081,ECON206,A
SIASUG2022-0081,ENVS242|SOCL242|POLT221,A
SIASUG2022-0138,CHEM219,A
SIASUG2022-0138,BUSI317,A
SIASUG2022-0138,PSYC327,A
SIASUG2022-0138,MATH257,A
SIASUG2022-0138,COMP207,A
SIASUG2022-0028,CHEM321,A
SIASUG2022-0028,ECON329|SOCL332|POLT335&ECON429|SOCL432|POLT435,A
SIASUG2022-0028,ENVS250|PHIL211,A
SIASUG2022-0028,ECON201-B,A
SIASUG2022-0028,COMP310&COMP410,A
SIASUG2022-0032,ARTS234|PHIL234|PSYC235,A
SIASUG2022-0032,CHEM434,A
SIASUG2022-0032,BIOS432|CHEM432,A
SIASUG2022-0032,ENVS242|SOCL242|POLT221,A
SIASUG2022-0032,ECON210-A,A
SIASUG2022-0065,BUSI201,A
SIASUG2022-0065,ECON207,A
SIASUG2022-0065,PHYS443,A
SIASUG2022-0065,PSYC440,A
SIASUG2022-0065,BIOS432|CHEM432,A
SIASUG2022-0081,PHYS345,A
SIASUG2022-0081,ECON209,A
SIASUG2022-0081,PHYS110,A
SIASUG2022-0081,ECON210-A,A
SIASUG2022-0081,MATH191|COMP201,A
SIASUG2022-0138,HIST339,A
SIASUG2022-0138,ECON201-B,A
SIASUG2022-0138,CHEM440,A
SIASUG2022-0138,PSYC442,A
SIASUG2022-0138,ECON206,A
SIASUG2022-0155,CHEM433,A
SIASUG2022-0155,DATA201-B,A
SIASUG2022-0155,MATH355&MATH455,A
SIASUG2022-0155,POLT205,A
SIASUG2022-0155,BIOS409|ENVS409,A
SIASUG2022-0166,POLT203,A
SIASUG2022-0166,ENVS421,A
SIASUG2022-0166,COMP431|ARTS431,A
SIASUG2022-0166,COMP310&COMP410,A
SIASUG2022-0166,CHEM319,A
SIASPG2023-0017,ECON332&ECON432,A
SIASPG2023-0017,COMP207,A
SIASPG2023-0017,SOCL411|POLT411,A
SIASPG2023-0017,MATH226,A
SIASPG2023-0017,ECON315|SOCL323|BUSI312,A
SIASPG2023-0026,PHYS216|COMP216,A
SIASPG2023-0026,POLT415|SOCL415,A
SIASPG2023-0026,ECON209,A
SIASPG2023-0026,MATH203,A
SIASPG2023-0026,POLT412,A
SIASUG2021-0014,ENVS221|LITT242,A
SIASUG2021-0014,SOCL325|ENVS325,A
SIASUG2021-0014,PSYC208,A
SIASUG2021-0014,POLT333|SOCL333,A
SIASUG2021-0014,ECON321&ECON421,A
SIASUG2021-0057,MATH355&MATH455,A
SIASUG2021-0057,ECON315|SOCL323|BUSI312,A
SIASUG2021-0057,PSYC442,A
SIASUG2021-0057,ARTS224,A
SIASUG2021-0057,COMP311|MATH311,A
SIASUG2021-0063,BIOS409|ENVS409,A
SIASUG2021-0063,BUSI211|PSYC213,A
SIASUG2021-0063,PSYC437,A
SIASUG2021-0063,PSYC251|SOCL251,A
SIASUG2021-0063,PSYC345&PSYC445,A
SIASUG2021-0015,MATH355&MATH455,A
SIASUG2021-0015,BIOS251|HIST251,A
SIASUG2021-0015,MATH257,A
SIASUG2021-0015,ECON210-A,A
SIASUG2021-0015,BIOS221,A
SIASUG2021-0057,COMP328&COMP428,A
SIASUG2021-0057,MATH203,A
SIASUG2021-0057,MATH344&MATH444,A
SIASUG2021-0057,CHEM431,A
SIASUG2021-0057,LITT212|ARTS232,A
SIASUG2021-0115,BIOS224,A
SIASUG2021-0115,PHYS443,A
SIASUG2021-0115,PHYS231,A
SIASUG2021-0115,BIOS251|HIST251,A
SIASUG2021-0115,BIOS306|CHEM305,A
SIASUG2021-0126,PHYS360&PHYS460,A
SIASUG2021-0126,ENVS328,A
SIASUG2021-0126,ECON210-B,A
SIASUG2021-0126,ENVS421,A
SIASUG2021-0126,PHYS110,A
SIASUG2021-0014,ENVS245,A
SIASUG2021-0014,MATH305&MATH405,A
SIASUG2021-0014,MATH203,A
SIASUG2021-0014,COMP329|MATH329&COMP429|MATH429,A
SIASUG2021-0014,ECON315|SOCL323|BUSI312,A
SIASUG2021-0015,HIST326&HIST426,A
SIASUG2021-0015,CHEM434,A
SIASUG2021-0015,COMP207,A
SIASUG2021-0015,COMP328&COMP428,A
SIASUG2021-0015,CHEM322|BIOS322,A
SIASUG2021-0057,PHYS110,A
SIASUG2021-0057,BUSI317,A
SIASUG2021-0057,COMP350,A
SIASUG2021-0057,CHEM440,A
SIASUG2021-0057,PHIL214|PHIL314&PHIL414,A
SIASUG2021-0063,ECON330|BUSI330&ECON430|BUSI430,A
SIASUG2021-0063,COMP203,A
SIASUG2021-0063,POLT205,A
SIASUG2021-0063,BUSI318,A
SIASUG2021-0063,PSYC209,A
SIASUG2021-0115,PSYC209,A
SIASUG2021-0115,SOCL325|ENVS325,A
SIASUG2021-0115,ARTS235|ENVS237,A
SIASUG2021-0115,ARTS236|LITT234,A
SIASUG2021-0115,PSYC208,A
SIASUG2021-0126,COMP207,A
SIASUG2021-0126,ECON315|SOCL323|BUSI312,A
SIASUG2021-0126,PHYS360&PHYS460,A
SIASUG2021-0126,MATH257,A
SIASUG2021-0126,PSYC209,A
SIASUG2021-0126,ECON321&ECON421,A
SIASUG2021-0126,CHEM321,A
SIASUG2021-0126,COMP235,A
SIASUG2021-0126,COMP328&COMP428,A
SIASUG2021-0126,BIOS306|CHEM305,A
SIASUG2021-0014,ECON210-A,A
SIASUG2021-0014,MATH333,A
SIASUG2021-0014,ECON201-B,A
SIASUG2021-0014,PSYC327,A
SIASUG2021-0014,BIOS227|ENVS227|PSYC227,A
SIASPG2023-0025,POLT412,A
SIASPG2023-0025,COMP203,A
SIASPG2023-0025,ARTS234|PHIL234|PSYC235,A
SIASPG2023-0025,SOCL411|POLT411,A
SIASPG2023-0025,ECON210-A,A
SIASUG2021-0015,PHYS231,A
SIASUG2021-0015,COMP207,A
SIASUG2021-0015,CHEM433,A
SIASUG2021-0015,SOCL201|POLT201,A
SIASUG2021-0015,PSYC208,A
SIASUG2021-0066,CWPC601,A
SIASUG2021-0066,COMP207,A
SIASUG2021-0066,COMP203,A
SIASUG2021-0066,HIST328|BIOS328|LITT328|ARTS328&HIST428|BIOS428|LITT428|ARTS428,A
SIASUG2021-0066,POLT333|SOCL333,A
SIASUG2021-0089,DATA201-A,A
SIASUG2021-0089,ECON321&ECON421,A
SIASUG2021-0089,MATH226,A
SIASUG2021-0089,MATH257,A
SIASUG2021-0089,PHYS216|COMP216,A
SIASUG2021-0163,ECON321&ECON421,A
SIASUG2021-0163,CHEM433,A
SIASUG2021-0163,BIOS227|ENVS227|PSYC227,A
SIASUG2021-0163,MATH344&MATH444,A
SIASUG2021-0163,CHEM319,A
SIASUG2021-0193,BUSI319,A
SIASUG2021-0193,BIOS306|CHEM305,A
SIASUG2021-0193,COMP203,A
SIASUG2021-0193,SOCL328,A
SIASUG2021-0193,ENVS250|PHIL211,A
SIASUG2022-0055,HIST326&HIST426,A
SIASUG2022-0055,PHYS311,A
SIASUG2022-0055,PSYC440,A
SIASUG2022-0055,ENVS433|HIST433|SOCL433|LITT433,A
SIASUG2022-0055,PHIL214|PHIL314&PHIL414,A
SIASUG2022-0100,ECON210-B,A
SIASUG2022-0100,ECON332&ECON432,A
SIASUG2022-0100,ECON209,A
SIASUG2022-0100,MATH333,A
SIASUG2022-0100,PSYC440,A
SIASUG2022-0179,SOCL325|ENVS325,A
SIASUG2022-0179,ECON329|SOCL332|POLT335&ECON429|SOCL432|POLT435,A
SIASUG2022-0179,CHEM433,A
SIASUG2022-0179,CHEM322|BIOS322,A
SIASUG2022-0179,ENVS250|PHIL211,A
SIASPG2023-0021,COMP203,A
SIASPG2023-0021,COMP311|MATH311,A
SIASPG2023-0021,COMP235,A
SIASPG2023-0021,ECON210-A,A
SIASPG2023-0021,ECON315|SOCL323|BUSI312,A
SIASUG2023-0006,ECON209,A
SIASUG2023-0006,BUSI201,A
SIASUG2023-0006,BIOS224,A
SIASUG2023-0006,ENVS250|PHIL211,A
SIASUG2023-0006,CHEM319,A
SIASUG2023-0011,BIOS251|HIST251,A
SIASUG2023-0011,DATA201-B,A
SIASUG2023-0011,ENVS221|LITT242,A
SIASUG2023-0011,ECON329|SOCL332|POLT335&ECON429|SOCL432|POLT435,A
SIASUG2023-0011,MATH226,A
SIASUG2023-0051,BIOS306|CHEM305,A
SIASUG2023-0051,ECON333&ECON433,A
SIASUG2023-0051,ARTS224,A
SIASUG2023-0051,PHYS311,A
SIASUG2023-0051,BIOS231|CHEM231,A
SIASUG2023-0071,PSYC327,A
SIASUG2023-0071,CHEM216,A
SIASUG2023-0071,PHYS216|COMP216,A
SIASUG2023-0071,PHYS360&PHYS460,A
SIASUG2023-0071,HIST303|PHIL315|LITT306,A
SIASUG2023-0080,PSYC442,A
SIASUG2023-0080,ECON207,A
SIASUG2023-0080,PHYS443,A
SIASUG2023-0080,MATH305&MATH405,A
SIASUG2023-0080,BIOS251|HIST251,A
SIASUG2023-0091,PHYS345,A
SIASUG2023-0091,PSYC209,A
SIASUG2023-0091,ECON201-B,A
SIASUG2023-0091,BIOS432|CHEM432,A
SIASUG2023-0091,PHYS226,A
SIASUG2023-0100,CWPC601,A
SIASUG2023-0100,ECON210-A,A
SIASUG2023-0100,HIST303|PHIL315|LITT306,A
SIASUG2023-0100,HIST339,A
SIASUG2023-0100,BIOS432|CHEM432,A
SIASUG2023-0101,PHYS226,A
SIASUG2023-0101,COMP328&COMP428,A
SIASUG2023-0101,CHEM433,A
SIASUG2023-0101,COMP203,A
SIASUG2023-0101,HIST330|SOCL330|POLT330,A
SIASUG2023-0132,CHEM319,A
SIASUG2023-0132,ECON333&ECON433,A
SIASUG2023-0132,BUSI318,A
SIASUG2023-0132,BIOS227|ENVS227|PSYC227,A
SIASUG2023-0132,BIOS221,A
SIASUG2023-0143,LITT208,A
SIASUG2023-0143,PSYC437,A
SIASUG2023-0143,ECON201-B,A
SIASUG2023-0143,COMP311|MATH311,A
SIASUG2023-0143,ECON206,A
SIASUG2023-0146,HIST328|BIOS328|LITT328|ARTS328&HIST428|BIOS428|LITT428|ARTS428,A
SIASUG2023-0146,ARTS205,A
SIASUG2023-0146,PHYS360&PHYS460,A
SIASUG2023-0146,ENVS250|PHIL211,A
SIASUG2023-0146,COMP328&COMP428,A
SIASUG2023-0157,CHEM216,A
SIASUG2023-0157,COMP431|ARTS431,A
SIASUG2023-0157,COMP235,A
SIASUG2023-0157,ENVS221|LITT242,A
SIASUG2023-0157,SOCL201|POLT201,A
SIASUG2023-0173,PHIL214|PHIL314&PHIL414,A
SIASUG2023-0173,ENVS421,A
SIASUG2023-0173,ECON321&ECON421,A
SIASUG2023-0173,CHEM434,A
SIASUG2023-0173,CHEM433,A
SIASUG2023-0198,PHYS311,A
SIASUG2023-0198,SOCL328,A
SIASUG2023-0198,CHEM322|BIOS322,A
SIASUG2023-0198,MATH191|COMP201,A
SIASUG2023-0198,COMP207,A
SIASUG2023-0225,BIOS251|HIST251,A
SIASUG2023-0225,MATH355&MATH455,A
SIASUG2023-0225,ARTS205,A
SIASUG2023-0225,BIOS409|ENVS409,A
SIASUG2023-0225,POLT205,A
SIASUG2023-0255,CHEM216,A
SIASUG2023-0255,ECON333&ECON433,A
SIASUG2023-0255,ECON206,A
SIASUG2023-0255,ARTS224,A
SIASUG2023-0255,ENVS250|PHIL211,A
SIASUG2023-0283,COMP332&COMP432,A
SIASUG2023-0283,PSYC209,A
SIASUG2023-0283,ECON330|BUSI330&ECON430|BUSI430,A
SIASUG2023-0283,MATH061&PHYS061,A
SIASUG2023-0283,ECON207,A
SIASUG2023-0285,ECON210-B,A
SIASUG2023-0285,CWPC601,A
SIASUG2023-0285,CHEM219,A
SIASUG2023-0285,HIST314|SOCL351|POLT351,A
SIASUG2023-0285,POLT334|SOCL334,A
SIASUG2023-0287,HIST314|SOCL351|POLT351,A
SIASUG2023-0287,ENVS242|SOCL242|POLT221,A
SIASUG2023-0287,SOCL328,A
SIASUG2023-0287,ENVS245,A
SIASUG2023-0287,BUSI317,A
SIASUG2023-0298,BIOS251|HIST251,A
SIASUG2023-0298,PHYS226,A
SIASUG2023-0298,MATH344&MATH444,A
SIASUG2023-0298,PHYS110,A
SIASUG2023-0298,COMP329|MATH329&COMP429|MATH429,A
SIASUG2023-0129,PHYS311,A
SIASUG2023-0129,CHEM440,A
SIASUG2023-0129,BIOS224,A
SIASUG2023-0129,BUSI319,A
SIASUG2023-0129,COMP431|ARTS431,A
SIASUG2019-0110,ENVS245,A
SIASUG2019-0110,MATH355&MATH455,A
SIASUG2019-0110,CHEM216,A
SIASUG2019-0110,CHEM319,A
SIASUG2019-0110,SOCL201|POLT201,A
SIASUG2021-0060,POLT412,A
SIASUG2021-0060,CHEM434,A
SIASUG2021-0060,DATA201-A,A
SIASUG2021-0060,ENVS421,A
SIASUG2021-0060,ECON332&ECON432,A
SIASUG2021-0196,PSYC440,A
SIASUG2021-0196,SOCL328,A
SIASUG2021-0196,COMP332&COMP432,A
SIASUG2021-0196,BIOS409|ENVS409,A
SIASUG2021-0196,HIST330|SOCL330|POLT330,A
SIASUG2022-0004,PHYS327,A
SIASUG2022-0004,BUSI319,A
SIASUG2022-0004,COMP329|MATH329&COMP429|MATH429,A
SIASUG2022-0004,PSYC208,A
SIASUG2022-0004,CHEM322|BIOS322,A
SIASUG2022-0027,COMP347&COMP447,A
SIASUG2022-0027,ARTS236|LITT234,A
SIASUG2022-0027,COMP329|MATH329&COMP429|MATH429,A
SIASUG2022-0027,PHYS231,A
SIASUG2022-0027,ECON321&ECON421,A
SIASUG2022-0036,COMP311|MATH311,A
SIASUG2022-0036,MATH355&MATH455,A
SIASUG2022-0036,COMP431|ARTS431,A
SIASUG2022-0036,BIOS227|ENVS227|PSYC227,A
SIASUG2022-0036,CHEM321,A
SIASUG2022-0053,CHEM322|BIOS322,A
SIASUG2022-0053,ENVS242|SOCL242|POLT221,A
SIASUG2022-0053,COMP431|ARTS431,A
SIASUG2022-0053,PSYC327,A
SIASUG2022-0053,ENVS221|LITT242,A
SIASUG2022-0056,CHEM319,A
SIASUG2022-0056,PHYS443,A
SIASUG2022-0056,ENVS433|HIST433|SOCL433|LITT433,A
SIASUG2022-0056,COMP235,A
SIASUG2022-0056,HIST330|SOCL330|POLT330,A
SIASUG2022-0079,DATA201-B,A
SIASUG2022-0079,POLT415|SOCL415,A
SIASUG2022-0079,CHEM219,A
SIASUG2022-0079,ENVS433|HIST433|SOCL433|LITT433,A
SIASUG2022-0079,MATH305&MATH405,A
SIASUG2022-0080,HIST328|BIOS328|LITT328|ARTS328&HIST428|BIOS428|LITT428|ARTS428,A
SIASUG2022-0080,ECON333&ECON433,A
SIASUG2022-0080,PSYC251|SOCL251,A
SIASUG2022-0080,DATA201-A,A
SIASUG2022-0080,COMP203,A
SIASUG2022-0100,COMP328&COMP428,A
SIASUG2022-0100,COMP310&COMP410,A
SIASUG2022-0100,HIST314|SOCL351|POLT351,A
SIASUG2022-0100,PHYS216|COMP216,A
SIASUG2022-0100,BIOS221,A
SIASUG2022-0118,POLT333|SOCL333,A
SIASUG2022-0118,POLT334|SOCL334,A
SIASUG2022-0118,BIOS409|ENVS409,A
SIASUG2022-0118,ECON201-B,A
SIASUG2022-0118,POLT412,A
SIASUG2022-0129,POLT415|SOCL415,A
SIASUG2022-0129,ECON210-A,A
SIASUG2022-0129,ECON207,A
SIASUG2022-0129,COMP235,A
SIASUG2022-0129,ENVS242|SOCL242|POLT221,A
SIASUG2022-0176,CHEM433,A
SIASUG2022-0176,PHYS110,A
SIASUG2022-0176,PHYS443,A
SIASUG2022-0176,HIST339,A
SIASUG2022-0176,ENVS245,A
SIASUG2020-0115,ECON201-A,A
SIASUG2020-0115,PHYS231,A
SIASUG2020-0115,MATH061&PHYS061,A
SIASUG2020-0115,CHEM440,A
SIASUG2020-0115,ECON207,A
SIASUG2021-0196,COMP235,A
SIASUG2021-0196,BUSI201,A
SIASUG2021-0196,PSYC251|SOCL251,A
SIASUG2021-0196,PHYS231,A
SIASUG2021-0196,ECON332&ECON432,A
SIASUG2022-0027,ARTS236|LITT234,A
SIASUG2022-0027,COMP332&COMP432,A
SIASUG2022-0027,POLT334|SOCL334,A
SIASUG2022-0027,SOCL201|POLT201,A
SIASUG2022-0027,BIOS231|CHEM231,A
SIASUG2022-0036,PHYS311,A
SIASUG2022-0036,DATA201-A,A
SIASUG2022-0036,COMP328&COMP428,A
SIASUG2022-0036,PSYC437,A
SIASUG2022-0036,ARTS224,A
SIASUG2022-0053,PHIL214|PHIL314&PHIL414,A
SIASUG2022-0053,ECON209,A
SIASUG2022-0053,ECON315|SOCL323|BUSI312,A
SIASUG2022-0053,MATH257,A
SIASUG2022-0053,PHYS443,A
SIASUG2022-0065,ARTS235|ENVS237,A
SIASUG2022-0065,PSYC437,A
SIASUG2022-0065,MATH257,A
SIASUG2022-0065,BUSI319,A
SIASUG2022-0065,PHYS345,A
SIASUG2022-0079,PHYS327,A
SIASUG2022-0079,POLT412,A
SIASUG2022-0079,SOCL411|POLT411,A
SIASUG2022-0079,HIST314|SOCL351|POLT351,A
SIASUG2022-0079,ECON206,A
SIASUG2022-0080,POLT203,A
SIASUG2022-0080,LITT212|ARTS232,A
SIASUG2022-0080,MATH257,A
SIASUG2022-0080,ENVS421,A
SIASUG2022-0080,CHEM322|BIOS322,A
SIASUG2022-0100,ENVS221|LITT242,A
SIASUG2022-0100,ARTS205,A
SIASUG2022-0100,ECON209,A
SIASUG2022-0100,CHEM322|BIOS322,A
SIASUG2022-0100,PHYS231,A
SIASUG2022-0118,CHEM431,A
SIASUG2022-0118,PSYC209,A
SIASUG2022-0118,ECON210-A,A
SIASUG2022-0118,ENVS250|PHIL211,A
SIASUG2022-0118,ENVS242|SOCL242|POLT221,A
SIASUG2022-0176,PSYC208,A
SIASUG2022-0176,ECON332&ECON432,A
SIASUG2022-0176,MATH257,A
SIASUG2022-0176,CHEM431,A
SIASUG2022-0176,PHYS443,A
SIASUG2019-0110,ENVS242|SOCL242|POLT221,A
SIASUG2019-0110,CWPC601,A
SIASUG2019-0110,ECON207,A
SIASUG2019-0110,COMP310&COMP410,A
SIASUG2019-0110,PSYC345&PSYC445,A
SIASUG2021-0196,BIOS306|CHEM305,A
SIASUG2021-0196,LITT212|ARTS232,A
SIASUG2021-0196,BIOS432|CHEM432,A
SIASUG2021-0196,COMP329|MATH329&COMP429|MATH429,A
SIASUG2021-0196,ENVS433|HIST433|SOCL433|LITT433,A
SIASUG2022-0027,CHEM322|BIOS322,A
SIASUG2022-0027,BIOS409|ENVS409,A
SIASUG2022-0027,DATA201-A,A
SIASUG2022-0027,BIOS251|HIST251,A
SIASUG2022-0027,POLT203,A
SIASUG2022-0036,ARTS224,A
SIASUG2022-0036,PSYC327,A
SIASUG2022-0036,PSYC251|SOCL251,A
SIASUG2022-0036,ECON321&ECON421,A
SIASUG2022-0036,SOCL328,A
SIASUG2022-0053,MATH061&PHYS061,A
SIASUG2022-0053,PSYC442,A
SIASUG2022-0053,PSYC327,A
SIASUG2022-0053,ECON329|SOCL332|POLT335&ECON429|SOCL432|POLT435,A
SIASUG2022-0053,MATH203,A
SIASUG2022-0065,PHYS345,A
SIASUG2022-0065,BIOS409|ENVS409,A
SIASUG2022-0065,ARTS236|LITT234,A
SIASUG2022-0065,COMP431|ARTS431,A
SIASUG2022-0065,BIOS306|CHEM305,A
SIASUG2022-0079,PSYC208,A
SIASUG2022-0079,ECON330|BUSI330&ECON430|BUSI430,A
SIASUG2022-0079,CHEM440,A
SIASUG2022-0079,COMP329|MATH329&COMP429|MATH429,A
SIASUG2022-0079,CHEM219,A
SIASUG2022-0080,ENVS433|HIST433|SOCL433|LITT433,A
SIASUG2022-0080,ARTS205,A
SIASUG2022-0080,ECON321&ECON421,A
SIASUG2022-0080,POLT412,A
SIASUG2022-0080,MATH061&PHYS061,A
SIASUG2022-0100,ECON315|SOCL323|BUSI312,A
SIASUG2022-0100,ARTS205,A
SIASUG2022-0100,ECON206,A
SIASUG2022-0100,POLT415|SOCL415,A
SIASUG2022-0100,ARTS235|ENVS237,A
SIASUG2022-0118,CHEM431,A
SIASUG2022-0118,ARTS224,A
SIASUG2022-0118,SOCL201|POLT201,A
SIASUG2022-0118,ECON321&ECON421,A
SIASUG2022-0118,PHYS216|COMP216,A
SIASUG2022-0176,PHIL214|PHIL314&PHIL414,A
SIASUG2022-0176,BIOS432|CHEM432,A
SIASUG2022-0176,PSYC437,A
SIASUG2022-0176,COMP431|ARTS431,A
SIASUG2022-0176,ARTS233,A
SIASUG2021-0077,COMP332&COMP432,A
SIASUG2021-0077,CHEM216,A
SIASUG2021-0077,PSYC327,A
SIASUG2021-0077,DATA201-B,A
SIASUG2021-0077,ARTS235|ENVS237,A
SIASUG2021-0144,SOCL328,A
SIASUG2021-0144,HIST303|PHIL315|LITT306,A
SIASUG2021-0144,ENVS328,A
SIASUG2021-0144,PSYC208,A
SIASUG2021-0144,COMP431|ARTS431,A
SIASUG2021-0152,ENVS433|HIST433|SOCL433|LITT433,A
SIASUG2021-0152,PSYC442,A
SIASUG2021-0152,PSYC251|SOCL251,A
SIASUG2021-0152,PHYS360&PHYS460,A
SIASUG2021-0152,ARTS224,A
SIASUG2022-0027,ECON329|SOCL332|POLT335&ECON429|SOCL432|POLT435,A
SIASUG2022-0027,MATH203,A
SIASUG2022-0027,POLT205,A
SIASUG2022-0027,BIOS251|HIST251,A
SIASUG2022-0027,ECON210-A,A
SIASUG2021-0081,BIOS251|HIST251,A
SIASUG2021-0081,SOCL201|POLT201,A
